Nomor #,Tanggal Transaksi Keterangan,Tanggal Transaksi Jurnal,Store,Jenis Jurnal,Nilai,Keterangan
JV.2025.02.00609,15-Feb-2025,16-Feb-2025,La Piazza,Uang masuk,"34,318,330.00",Uang masuk penjualan cafe tanggal 15/02/2025
JV.2025.02.00402,16-Feb-2025,16-Feb-2025,MKG,Penjualan cafe,"2,197,911.00",Penjualan cafe strada MKG tanggal 16/02/2025
JV.2025.02.00620,16-Feb-2025,17-Feb-2025,MKG,Uang masuk,"2,191,461.00",Uang masuk penjualan cafe strada MKG tanggal 16/02/2025
JV.2025.02.00396,16-Feb-2025,16-Feb-2025,La Piazza,Penjualan cafe,"23,800,570.00",Penjualan cafe tanggal 16/02/2025
JV.2025.02.00610,16-Feb-2025,17-Feb-2025,La Piazza,Uang masuk,"22,993,990.00",Uang masuk penjualan cafe tanggal 16/02/2025
JV.2025.02.00759,17-Feb-2025,17-Feb-2025,MKG,Penjualan cafe,"1,173,915.00",Penjualan cafe strada MKG tanggal 17/02/2025
JV.2025.02.00863,17-Feb-2025,18-Feb-2025,MKG,Uang masuk,"1,169,265.00",Uang masuk penjualan cafe strada MKG tanggal 17/02/2025
JV.2025.02.00397,17-Feb-2025,17-Feb-2025,La Piazza,Penjualan cafe,"12,401,010.00",Penjualan cafe tanggal 17/02/2025
JV.2025.02.00611,17-Feb-2025,18-Feb-2025,La Piazza,Uang masuk,"12,026,910.00",Uang masuk penjualan cafe tanggal 17/02/2025
JV.2025.02.00760,18-Feb-2025,18-Feb-2025,MKG,Penjualan cafe,"702,240.00",Penjualan cafe strada MKG tanggal 18/02/2025
JV.2025.02.00864,18-Feb-2025,19-Feb-2025,MKG,Uang masuk,"702,240.00",Uang masuk penjualan cafe strada MKG tanggal 18/02/2025
JV.2025.02.00554,18-Feb-2025,18-Feb-2025,La Piazza,Penjualan cafe,"12,199,375.00",Penjualan cafe tanggal 18/02/2025
JV.2025.02.00613,18-Feb-2025,19-Feb-2025,La Piazza,Uang masuk,"11,997,455.00",Uang masuk penjualan cafe tanggal 18/02/2025
JV.2025.02.00854,19-Feb-2025,19-Feb-2025,MKG,Penjualan cafe,"868,560.00",Penjualan cafe strada MKG tanggal 19/02/2025
JV.2025.03.00004,19-Feb-2025,20-Feb-2025,MKG,Uang masuk,"868,560.00",Uang masuk penjualan cafe strada MKG tanggal 19/02/2025
JV.2025.02.00555,19-Feb-2025,19-Feb-2025,La Piazza,Penjualan cafe,"17,002,670.00",Penjualan cafe tanggal 19/02/2025
JV.2025.02.00614,19-Feb-2025,20-Feb-2025,La Piazza,Uang masuk,"16,976,070.00",Uang masuk penjualan cafe tanggal 19/02/2025
JV.2025.02.00762,20-Feb-2025,20-Feb-2025,MKG,Penjualan cafe,"1,230,588.00",Penjualan cafe strada MKG tanggal 20/02/2025
JV.2025.02.00865,20-Feb-2025,21-Feb-2025,MKG,Uang masuk,"1,220,538.00",Uang masuk penjualan cafe strada MKG tanggal 20/02/2025
JV.2025.02.00576,20-Feb-2025,20-Feb-2025,La Piazza,Penjualan cafe,"15,669,890.00",Penjualan cafe tanggal 20/02/2025
JV.2025.02.00615,20-Feb-2025,21-Feb-2025,La Piazza,Uang masuk,"15,493,015.00",Uang masuk penjualan cafe tanggal 20/02/2025
JV.2025.02.00855,21-Feb-2025,21-Feb-2025,MKG,Penjualan cafe,"860,475.00",Penjualan cafe strada MKG tanggal 21/02/2025
JV.2025.02.00866,21-Feb-2025,22-Feb-2025,MKG,Uang masuk,"860,475.00",Uang masuk penjualan cafe strada MKG tanggal 21/02/2025
JV.2025.02.00752,21-Feb-2025,21-Feb-2025,La Piazza,Penjualan cafe,"17,359,860.00",Penjualan cafe tanggal 21/02/2025
JV.2025.02.00850,21-Feb-2025,22-Feb-2025,La Piazza,Uang masuk,"16,865,420.00",Uang masuk penjualan cafe tanggal 21/02/2025
JV.2025.02.00856,22-Feb-2025,22-Feb-2025,MKG,Penjualan cafe,"1,604,205.00",Penjualan cafe strada MKG tanggal 22/02/2025
JV.2025.03.00005,22-Feb-2025,23-Feb-2025,MKG,Uang masuk,"1,604,205.00",Uang masuk penjualan cafe strada MKG tanggal 22/02/2025
JV.2025.02.00753,22-Feb-2025,22-Feb-2025,La Piazza,Penjualan cafe,"29,875,425.00",Penjualan cafe tanggal 22/02/2025
JV.2025.02.00851,22-Feb-2025,23-Feb-2025,La Piazza,Uang masuk,"29,330,290.00",Uang masuk penjualan cafe tanggal 22/02/2025
JV.2025.02.00857,23-Feb-2025,23-Feb-2025,MKG,Penjualan cafe,"1,205,820.00",Penjualan cafe strada MKG tanggal 23/02/2025
JV.2025.02.00867,23-Feb-2025,24-Feb-2025,MKG,Uang masuk,"1,205,820.00",Uang masuk penjualan cafe strada MKG tanggal 23/02/2025
JV.2025.02.00754,23-Feb-2025,23-Feb-2025,La Piazza,Penjualan cafe,"21,955,055.00",Penjualan cafe tanggal 23/02/2025
JV.2025.02.00852,23-Feb-2025,24-Feb-2025,La Piazza,Uang masuk,"21,212,265.00",Uang masuk penjualan cafe tanggal 23/02/2025
JV.2025.02.00858,24-Feb-2025,24-Feb-2025,MKG,Penjualan cafe,"337,260.00",Penjualan cafe strada MKG tanggal 24/02/2025
JV.2025.02.00868,24-Feb-2025,25-Feb-2025,MKG,Uang masuk,"337,260.00",Uang masuk penjualan cafe strada MKG tanggal 24/02/2025
JV.2025.02.00756,24-Feb-2025,24-Feb-2025,La Piazza,Penjualan cafe,"7,696,375.00",Penjualan cafe tanggal 24/02/2025
JV.2025.02.00853,24-Feb-2025,25-Feb-2025,La Piazza,Uang masuk,"7,229,240.00",Uang masuk penjualan cafe tanggal 24/02/2025
JV.2025.02.00859,25-Feb-2025,25-Feb-2025,MKG,Penjualan cafe,"468,225.00",Penjualan cafe strada MKG tanggal 25/02/2025
JV.2025.02.00869,25-Feb-2025,26-Feb-2025,MKG,Uang masuk,"468,324.00",Uang masuk penjualan cafe strada MKG tanggal 25/02/2025
JV.2025.02.00872,25-Feb-2025,25-Feb-2025,La Piazza,Penjualan cafe,"12,853,430.00",Penjualan cafe tanggal 25/02/2025
JV.2025.03.00007,25-Feb-2025,26-Feb-2025,La Piazza,Uang masuk,"12,421,355.00",Uang masuk penjualan cafe tanggal 25/02/2025
JV.2025.02.00860,26-Feb-2025,26-Feb-2025,MKG,Penjualan cafe,"554,400.00",Penjualan cafe strada MKG tanggal 26/02/2025
JV.2025.02.00870,26-Feb-2025,27-Feb-2025,MKG,Uang masuk,"554,400.00",Uang masuk penjualan cafe strada MKG tanggal 26/02/2025
JV.2025.02.00873,26-Feb-2025,26-Feb-2025,La Piazza,Penjualan cafe,"13,697,250.00",Penjualan cafe tanggal 26/02/2025
JV.2025.02.00876,26-Feb-2025,27-Feb-2025,La Piazza,Uang masuk,"13,484,850.00",Uang masuk penjualan cafe tanggal 26/02/2025
JV.2025.02.00861,27-Feb-2025,27-Feb-2025,MKG,Penjualan cafe,"791,845.00",Penjualan cafe strada MKG tanggal 27/02/2025
JV.2025.02.00871,27-Feb-2025,28-Feb-2025,MKG,Uang masuk,"791,845.00",Uang masuk penjualan cafe strada MKG tanggal 27/02/2025
JV.2025.02.00874,27-Feb-2025,27-Feb-2025,La Piazza,Penjualan cafe,"13,175,225.00",Penjualan cafe tanggal 27/02/2025
JV.2025.02.00877,27-Feb-2025,28-Feb-2025,La Piazza,Uang masuk,"11,840,580.00",Uang masuk penjualan cafe tanggal 27/02/2025
JV.2025.02.00862,28-Feb-2025,28-Feb-2025,MKG,Penjualan cafe,"794,640.00",Penjualan cafe strada MKG tanggal 28/02/2025
JV.2025.03.00006,28-Feb-2025,1-Mar-2025,MKG,Uang masuk,"773,850.00",Uang masuk penjualan cafe strada MKG tanggal 28/02/2025
JV.2025.02.00875,28-Feb-2025,28-Feb-2025,La Piazza,Penjualan cafe,"17,293,660.00",Penjualan cafe tanggal 28/02/2025
JV.2025.03.00008,28-Feb-2025,1-Mar-2025,La Piazza,Uang masuk,"16,342,280.00",Uang masuk penjualan cafe tanggal 28/02/2025
JV.2025.03.00054,1-Mar-2025,1-Mar-2025,MKG,Penjualan cafe,"2,630,805.00",Penjualan cafe strada MKG tanggal 01/03/2025
JV.2025.03.00058,1-Mar-2025,2-Mar-2025,MKG,Uang masuk,"2,630,805.00",Uang masuk penjualan cafe strada MKG tanggal 01/03/2025
JV.2025.03.00053,1-Mar-2025,1-Mar-2025,La Piazza,Penjualan cafe,"26,253,570.00",Penjualan cafe tanggal 01/03/2025
JV.2025.03.00064,1-Mar-2025,2-Mar-2025,La Piazza,Uang masuk,"25,680,920.00",Uang masuk penjualan cafe tanggal 01/03/2025
JV.2025.03.00055,2-Mar-2025,2-Mar-2025,MKG,Penjualan cafe,"1,386,245.00",Penjualan cafe strada MKG tanggal 02/03/2025
JV.2025.03.00056,2-Mar-2025,3-Mar-2025,MKG,Uang masuk,"1,386,245.00",Uang masuk penjualan cafe strada MKG tanggal 02/03/2025
JV.2025.03.00052,2-Mar-2025,2-Mar-2025,La Piazza,Penjualan cafe,"18,981,995.00",Penjualan cafe tanggal 02/03/2025
JV.2025.03.00065,2-Mar-2025,3-Mar-2025,La Piazza,Uang masuk,"18,655,915.00",Uang masuk penjualan cafe tanggal 02/03/2025
JV.2025.03.00300,3-Mar-2025,3-Mar-2025,MKG,Penjualan cafe,"426,630.00",Penjualan cafe strada MKG tanggal 03/03/2025
JV.2025.03.00311,3-Mar-2025,4-Mar-2025,MKG,Uang masuk,"421,980.00",Uang masuk penjualan cafe strada MKG tanggal 03/03/2025
JV.2025.03.00051,3-Mar-2025,3-Mar-2025,La Piazza,Penjualan cafe,"12,646,505.00",Penjualan cafe tanggal 03/03/2025
JV.2025.03.00110,3-Mar-2025,4-Mar-2025,La Piazza,Uang masuk,"10,329,105.00",Uang masuk penjualan cafe tanggal 03/03/2025
JV.2025.03.00301,4-Mar-2025,4-Mar-2025,MKG,Penjualan cafe,"662,970.00",Penjualan cafe strada MKG tanggal 04/03/2025
JV.2025.03.00312,4-Mar-2025,5-Mar-2025,MKG,Uang masuk,"662,970.00",Uang masuk penjualan cafe strada MKG tanggal 04/03/2025
JV.2025.03.00104,4-Mar-2025,4-Mar-2025,La Piazza,Penjualan cafe,"9,478,180.00",Penjualan cafe tanggal 04/03/2025
JV.2025.03.00109,4-Mar-2025,5-Mar-2025,La Piazza,Uang masuk,"9,235,710.00",Uang masuk penjualan cafe tanggal 04/03/2025
JV.2025.03.00302,5-Mar-2025,5-Mar-2025,MKG,Penjualan cafe,"623,700.00",Penjualan cafe strada MKG tanggal 05/03/2025
JV.2025.03.00313,5-Mar-2025,6-Mar-2025,MKG,Uang masuk,"623,700.00",Uang masuk penjualan cafe strada MKG tanggal 05/03/2025
JV.2025.03.00106,5-Mar-2025,5-Mar-2025,La Piazza,Penjualan cafe,"14,428,040.00",Penjualan cafe tanggal 05/03/2025
JV.2025.03.00111,5-Mar-2025,6-Mar-2025,La Piazza,Uang masuk,"14,026,390.00",Uang masuk penjualan cafe tanggal 05/03/2025
JV.2025.03.00304,6-Mar-2025,6-Mar-2025,MKG,Penjualan cafe,"1,055,670.00",Penjualan cafe strada MKG tanggal 06/03/2025
JV.2025.03.00314,6-Mar-2025,7-Mar-2025,MKG,Uang masuk,"1,055,670.00",Uang masuk penjualan cafe strada MKG tanggal 06/03/2025
JV.2025.03.00107,6-Mar-2025,6-Mar-2025,La Piazza,Penjualan cafe,"8,308,280.00",Penjualan cafe tanggal 06/03/2025
JV.2025.03.00487,6-Mar-2025,7-Mar-2025,La Piazza,Uang masuk,"8,120,380.00",Uang masuk penjualan cafe tanggal 06/03/2025
JV.2025.03.00305,7-Mar-2025,7-Mar-2025,MKG,Penjualan cafe,"1,247,417.00",Penjualan cafe strada MKG tanggal 07/03/2025
JV.2025.03.00315,7-Mar-2025,8-Mar-2025,MKG,Uang masuk,"1,240,067.00",Uang masuk penjualan cafe strada MKG tanggal 07/03/2025
JV.2025.03.00490,7-Mar-2025,7-Mar-2025,La Piazza,Penjualan cafe,"16,155,195.00",Penjualan cafe tanggal 07/03/2025
JV.2025.03.00488,7-Mar-2025,8-Mar-2025,La Piazza,Uang masuk,"15,793,820.00",Uang masuk penjualan cafe tanggal 07/03/2025
JV.2025.03.00306,8-Mar-2025,8-Mar-2025,MKG,Penjualan cafe,"2,050,125.00",Penjualan cafe strada MKG tanggal 08/03/2025
JV.2025.03.00316,8-Mar-2025,9-Mar-2025,MKG,Uang masuk,"2,050,125.00",Uang masuk penjualan cafe strada MKG tanggal 08/03/2025
JV.2025.03.00295,8-Mar-2025,8-Mar-2025,La Piazza,Penjualan cafe,"25,180,768.00",Penjualan cafe tanggal 08/03/2025
JV.2025.03.00290,8-Mar-2025,9-Mar-2025,La Piazza,Uang masuk,"24,985,373.00",Uang masuk penjualan cafe tanggal 08/03/2025
JV.2025.03.00307,9-Mar-2025,9-Mar-2025,MKG,Penjualan cafe,"1,562,715.00",Penjualan cafe strada MKG tanggal 09/03/2025
JV.2025.03.00317,9-Mar-2025,10-Mar-2025,MKG,Uang masuk,"1,562,715.00",Uang masuk penjualan cafe strada MKG tanggal 09/03/2025
JV.2025.03.00296,9-Mar-2025,9-Mar-2025,La Piazza,Penjualan cafe,"18,385,015.00",Penjualan cafe tanggal 09/03/2025
JV.2025.03.00291,9-Mar-2025,10-Mar-2025,La Piazza,Uang masuk,"17,990,300.00",Uang masuk penjualan cafe tanggal 09/03/2025
JV.2025.03.00801,9-Mar-2025,12-Mar-2025,La Piazza,Uang masuk,"199,815.00",Uang masuk setoran cash penjualan cafe tanggal 09/03/2025
JV.2025.03.00308,10-Mar-2025,10-Mar-2025,MKG,Penjualan cafe,"363,825.00",Penjualan cafe strada MKG tanggal 10/03/2025
JV.2025.03.00318,10-Mar-2025,11-Mar-2025,MKG,Uang masuk,"363,825.00",Uang masuk penjualan cafe strada MKG tanggal 10/03/2025
JV.2025.03.00297,10-Mar-2025,10-Mar-2025,La Piazza,Penjualan cafe,"12,485,700.00",Penjualan cafe tanggal 10/03/2025
JV.2025.03.00292,10-Mar-2025,11-Mar-2025,La Piazza,Uang masuk,"12,149,550.00",Uang masuk penjualan cafe tanggal 10/03/2025
JV.2025.03.00309,11-Mar-2025,11-Mar-2025,MKG,Penjualan cafe,"906,675.00",Penjualan cafe strada MKG tanggal 11/03/2025
JV.2025.03.00319,11-Mar-2025,12-Mar-2025,MKG,Uang masuk,"906,675.00",Uang masuk penjualan cafe strada MKG tanggal 11/03/2025
JV.2025.03.00299,11-Mar-2025,11-Mar-2025,La Piazza,Penjualan cafe,"14,838,635.00",Penjualan cafe tanggal 11/03/2025
JV.2025.03.00293,11-Mar-2025,12-Mar-2025,La Piazza,Uang masuk,"14,254,880.00",Uang masuk penjualan cafe tanggal 11/03/2025
JV.2025.03.00310,12-Mar-2025,12-Mar-2025,MKG,Penjualan cafe,"1,010,110.00",Penjualan cafe strada MKG tanggal 12/03/2025
JV.2025.03.00320,12-Mar-2025,13-Mar-2025,MKG,Uang masuk,"1,010,110.00",Uang masuk penjualan cafe strada MKG tanggal 12/03/2025
JV.2025.03.00491,12-Mar-2025,12-Mar-2025,La Piazza,Penjualan cafe,"10,882,665.00",Penjualan cafe tanggal 12/03/2025
JV.2025.03.00489,12-Mar-2025,13-Mar-2025,La Piazza,Uang masuk,"11,264,065.00",Uang masuk penjualan cafe tanggal 12/03/2025
JV.2025.03.00381,13-Mar-2025,13-Mar-2025,MKG,Penjualan cafe,"820,720.00",Penjualan cafe strada MKG tanggal 13/03/2025
JV.2025.03.00382,13-Mar-2025,14-Mar-2025,MKG,Uang masuk,"820,720.00",Uang masuk penjualan cafe strada MKG tanggal 13/03/2025
JV.2025.03.00376,13-Mar-2025,13-Mar-2025,La Piazza,Penjualan cafe,"14,136,465.00",Penjualan cafe tanggal 13/03/2025
JV.2025.03.00378,13-Mar-2025,14-Mar-2025,La Piazza,Uang masuk,"13,649,220.00",Uang masuk penjualan cafe tanggal 13/03/2025
JV.2025.03.00380,14-Mar-2025,14-Mar-2025,MKG,Penjualan cafe,"687,962.00",Penjualan cafe strada MKG tanggal 14/03/2025
JV.2025.03.00383,14-Mar-2025,15-Mar-2025,MKG,Uang masuk,"685,262.00",Uang masuk penjualan cafe strada MKG tanggal 14/03/2025
JV.2025.03.00377,14-Mar-2025,14-Mar-2025,La Piazza,Penjualan cafe,"22,891,950.00",Penjualan cafe tanggal 14/03/2025
JV.2025.03.00379,14-Mar-2025,15-Mar-2025,La Piazza,Uang masuk,"22,734,800.00",Uang masuk penjualan cafe tanggal 14/03/2025
JV.2025.03.00426,15-Mar-2025,15-Mar-2025,MKG,Penjualan cafe,"2,763,725.00",Penjualan cafe strada MKG tanggal 15/03/2025
JV.2025.03.00482,15-Mar-2025,16-Mar-2025,MKG,Uang masuk,"2,763,725.00",Uang masuk penjualan cafe strada MKG tanggal 15/03/2025
JV.2025.03.00431,15-Mar-2025,15-Mar-2025,La Piazza,Penjualan cafe,"27,117,130.00",Penjualan cafe tanggal 15/03/2025
JV.2025.03.00459,15-Mar-2025,16-Mar-2025,La Piazza,Uang masuk,"26,812,190.00",Uang masuk penjualan cafe tanggal 15/03/2025
JV.2025.03.00427,16-Mar-2025,16-Mar-2025,MKG,Penjualan cafe,"2,893,394.00",Penjualan cafe strada MKG tanggal 16/03/2025
JV.2025.03.00481,16-Mar-2025,17-Mar-2025,MKG,Uang masuk,"2,886,194.00",Uang masuk penjualan cafe strada MKG tanggal 16/03/2025
JV.2025.03.00428,16-Mar-2025,16-Mar-2025,La Piazza,Penjualan cafe,"20,998,055.00",Penjualan cafe tanggal 16/03/2025
JV.2025.03.00460,16-Mar-2025,17-Mar-2025,La Piazza,Uang masuk,"20,572,755.00",Uang masuk penjualan cafe tanggal 16/03/2025
JV.2025.03.00479,17-Mar-2025,17-Mar-2025,MKG,Penjualan cafe,"312,095.00",Penjualan cafe strada MKG tanggal 17/03/2025
JV.2025.03.00480,17-Mar-2025,18-Mar-2025,MKG,Uang masuk,"312,095.00",Uang masuk penjualan cafe strada MKG tanggal 17/03/2025
JV.2025.03.00461,17-Mar-2025,17-Mar-2025,La Piazza,Penjualan cafe,"13,077,150.00",Penjualan cafe tanggal 17/03/2025
JV.2025.03.00462,17-Mar-2025,18-Mar-2025,La Piazza,Uang masuk,"12,960,600.00",Uang masuk penjualan cafe tanggal 17/03/2025
JV.2025.03.00484,18-Mar-2025,18-Mar-2025,MKG,Penjualan cafe,"671,055.00",Penjualan cafe strada MKG tanggal 18/03/2025
JV.2025.03.00519,18-Mar-2025,19-Mar-2025,MKG,Uang masuk,"671,055.00",Uang masuk penjualan cafe strada MKG tanggal 18/03/2025
JV.2025.03.00483,18-Mar-2025,18-Mar-2025,La Piazza,Penjualan cafe,"15,506,245.00",Penjualan cafe tanggal 18/03/2025
JV.2025.03.00797,18-Mar-2025,19-Mar-2025,La Piazza,Uang masuk,"15,157,245.00",Uang masuk penjualan cafe tanggal 18/03/2025
JV.2025.03.00508,19-Mar-2025,19-Mar-2025,MKG,Penjualan cafe,"731,360.00",Penjualan cafe strada MKG tanggal 19/03/2025
JV.2025.03.00520,19-Mar-2025,20-Mar-2025,MKG,Uang masuk,"731,360.00",Uang masuk penjualan cafe strada MKG tanggal 19/03/2025
JV.2025.03.00507,19-Mar-2025,19-Mar-2025,La Piazza,Penjualan cafe,"12,350,350.00",Penjualan cafe tanggal 19/03/2025
JV.2025.03.00522,19-Mar-2025,20-Mar-2025,La Piazza,Uang masuk,"11,774,275.00",Uang masuk penjualan cafe tanggal 19/03/2025
JV.2025.03.00556,20-Mar-2025,20-Mar-2025,MKG,Penjualan cafe,"2,031,015.00",Penjualan cafe strada MKG tanggal 20/03/2025
JV.2025.03.00553,20-Mar-2025,21-Mar-2025,MKG,Uang masuk,"2,031,015.00",Uang masuk penjualan cafe strada MKG tanggal 20/03/2025
JV.2025.03.00552,20-Mar-2025,20-Mar-2025,La Piazza,Penjualan cafe,"16,828,670.00",Penjualan cafe tanggal 20/03/2025
JV.2025.03.00554,20-Mar-2025,21-Mar-2025,La Piazza,Uang masuk,"16,053,145.00",Uang masuk penjualan cafe tanggal 20/03/2025
JV.2025.03.00632,21-Mar-2025,21-Mar-2025,MKG,Penjualan cafe,"1,136,144.00",Penjualan cafe strada MKG tanggal 21/03/2025
JV.2025.03.00638,21-Mar-2025,22-Mar-2025,MKG,Uang masuk,"1,131,944.00",Uang masuk penjualan cafe strada MKG tanggal 21/03/2025
JV.2025.03.00618,21-Mar-2025,21-Mar-2025,La Piazza,Penjualan cafe,"17,451,910.00",Penjualan cafe tanggal 21/03/2025
JV.2025.03.00634,21-Mar-2025,22-Mar-2025,La Piazza,Uang masuk,"17,277,160.00",Uang masuk penjualan cafe tanggal 21/03/2025
JV.2025.03.00622,22-Mar-2025,22-Mar-2025,MKG,Penjualan cafe,"2,933,706.00",Penjualan cafe strada MKG tanggal 22/03/2025
JV.2025.03.00639,22-Mar-2025,23-Mar-2025,MKG,Uang masuk,"2,926,356.00",Uang masuk penjualan cfae strada MKG tanggal 22/03/2025
JV.2025.03.00619,22-Mar-2025,22-Mar-2025,La Piazza,Penjualan cafe,"27,980,405.00",Penjualan cafe tanggal 22/03/2025
JV.2025.03.00635,22-Mar-2025,23-Mar-2025,La Piazza,Uang masuk,"27,112,410.00",Uang masuk penjualan cafe tanggal 22/03/2025
JV.2025.03.00623,23-Mar-2025,23-Mar-2025,MKG,Penjualan cafe,"2,413,500.00",Penjualan cafe strada MKG tnaggal 23/03/2025
JV.2025.03.00640,23-Mar-2025,24-Mar-2025,MKG,Uang masuk,"2,413,500.00",Uang masuk penjualan cafe strada MKG tanggal 23/03/2025
JV.2025.03.00620,23-Mar-2025,23-Mar-2025,La Piazza,Penjualan cafe,"30,044,250.00",Penjualan cafe tanggal 23/03/2025
JV.2025.03.00636,23-Mar-2025,24-Mar-2025,La Piazza,Uang masuk,"28,156,080.00",Uang masuk penjualan cafe tanggal 23/03/2025
JV.2025.03.00624,24-Mar-2025,24-Mar-2025,MKG,Penjualan cafe,"778,470.00",Penjualan cafe strada MKG tanggal 24/03/2025
JV.2025.03.00641,24-Mar-2025,25-Mar-2025,MKG,Uang masuk,"778,470.00",Uang masuk penjualan cafe strada MKG tanggal 24/03/2025
JV.2025.03.00621,24-Mar-2025,24-Mar-2025,La Piazza,Penjualan cafe,"15,104,050.00",Penjualan cafe tanggal 24/03/2025
JV.2025.03.00798,24-Mar-2025,25-Mar-2025,La Piazza,Uang masuk,"15,014,650.00",Uang masuk penjualan cafe tanggal
JV.2025.03.00630,25-Mar-2025,25-Mar-2025,MKG,Penjualan cafe,"1,435,575.00",Penjualan cafe strada MKG tanggal 25/03/2025
JV.2025.03.00792,25-Mar-2025,25-Mar-2025,MKG,Uang masuk,"1,608,337.00",Uang masuk penjualan cafe strada MKG tanggal 25/03/2025
JV.2025.03.00629,25-Mar-2025,25-Mar-2025,La Piazza,Penjualan cafe,"23,365,725.00",Penjualan cafe tanggal 25/03/2025
JV.2025.03.00637,25-Mar-2025,26-Mar-2025,La Piazza,Uang masuk,"22,927,715.00",Uang masuk penjualan cafe tanggal 25/03/2025
JV.2025.03.00669,26-Mar-2025,26-Mar-2025,MKG,Penjualan cafe,"1,416,835.00",Penjualan cafe strada MKG tanggal 26/03/2025
JV.2025.03.00806,26-Mar-2025,27-Mar-2025,MKG,Uang masuk,"1,379,174.00",Uang masuk penjualan cafe strada MKG tanggal 26/03/2025
JV.2025.03.00668,26-Mar-2025,26-Mar-2025,La Piazza,Penjualan cafe,"17,856,490.00",Penjualan cafe tanggal 26/03/2025
JV.2025.03.00775,26-Mar-2025,27-Mar-2025,La Piazza,Uang masuk,"16,483,110.00",Uang masuk penjualan cafe tanggal 26/03/2025
JV.2025.03.00673,27-Mar-2025,27-Mar-2025,La Piazza,Penjualan cafe,"15,681,375.00",Penjualan cafe tanggal 27/03/2025
JV.2025.03.00776,27-Mar-2025,28-Mar-2025,La Piazza,Uang masuk,"15,023,800.00",Uang masuk penjualan cafe tanggal 27/03/2025
JV.2025.03.00841,28-Mar-2025,31-Mar-2025,La Piazza,Setoran cash,"101,640.00",Setoran cash penjualan cafe tgl 28 mar lapiaza
JV.2025.03.00682,28-Mar-2025,28-Mar-2025,MKG,Penjualan cafe,"23,665,905.00",Penjualan cafe strada MKG tanggal 28/03/204
JV.2025.03.00778,28-Mar-2025,29-Mar-2025,La Piazza,Uang masuk,"23,204,090.00",Uang masuk penjualan cafe tanggal 28/03/2025
JV.2025.03.00816,29-Mar-2025,29-Mar-2025,MKG,Penjualan cafe,"3,355,185.00",Penjualan cafe strada MKG tanggal 29/03/2025
JV.2025.03.00808,29-Mar-2025,30-Mar-2025,MKG,Uang masuk,"3,355,185.00",Uang masuk penjualan cafe strada MKG tanggal 29/03/2025
JV.2025.03.00683,29-Mar-2025,29-Mar-2025,La Piazza,Penjualan cafe,"28,393,850.00",Penjualan cafe tanggal 29/03/2025
JV.2025.03.00779,29-Mar-2025,30-Mar-2025,La Piazza,Uang masuk,"27,935,050.00",Uang masuk penjualan cafe tanggal 29/03/2025
JV.2025.03.00842,30-Mar-2025,31-Mar-2025,La Piazza,Setoran cash,"429,660.00",Setoran cash penjualan cafe tgl 30 Mar Lapiaza
JV.2025.03.00817,30-Mar-2025,30-Mar-2025,MKG,Penjualan cafe,"2,563,645.00",Penjualan cafe strada MKG tanggal 30/03/2025
JV.2025.03.00809,30-Mar-2025,31-Mar-2025,MKG,Uang masuk,"2,537,093.00",Uang masuk penjualan cafe strada MKG tanggal 30/03/2025
JV.2025.03.00684,30-Mar-2025,30-Mar-2025,La Piazza,Penjualan cafe,"23,888,695.00",Penjualan cafe tanggal 30/03/2025
JV.2025.03.00780,30-Mar-2025,31-Mar-2025,La Piazza,Uang masuk,"23,362,735.00",Uang masuk penjualan cafe tanggal 30/03/2025
JV.2025.04.00889,31-Mar-2025,3-Apr-2025,La Piazza,Setoran cash,"196,350.00",Setoran cash penjualan cafe tgl 31 Mar Lapiazza
JV.2025.04.00239,31-Mar-2025,31-Mar-2025,MKG,Penjualan cafe,"1,360,590.00",Penjualan cafe strada MKG tanggal 31/03/2025
JV.2025.04.00144,31-Mar-2025,1-Apr-2025,MKG,Uang masuk,"1,360,590.00",Uang masuk penjualan cafe strada MKG tanggal 31/03/2025
JV.2025.03.00685,31-Mar-2025,31-Mar-2025,La Piazza,Penjualan cafe,"32,428,625.00",Penjualan cafe tanggal 31/03/2025
JV.2025.04.00031,31-Mar-2025,1-Apr-2025,La Piazza,Uang masuk,"31,840,775.00",Uang masuk penjualan cafe tanggal 31/03/2025
JV.2025.04.00890,1-Apr-2025,3-Apr-2025,La Piazza,Setoran cash,"136,290.00",Setoran cash penjualan cafe tgl 01 Apr Lapiazza
JV.2025.04.00240,1-Apr-2025,1-Apr-2025,MKG,Penjualan cafe,"2,483,445.00",Penjualan cafe strada MKG tanggal 01/04/2025
JV.2025.04.00145,1-Apr-2025,2-Apr-2025,MKG,Uang masuk,"2,478,794.00",Uang masuk penjualan cafe strada MKG
JV.2025.04.00006,1-Apr-2025,1-Apr-2025,La Piazza,Penjualan cafe,"25,539,470.00",Penjualan cafe tanggal 01/04/2025
JV.2025.04.00032,1-Apr-2025,2-Apr-2025,La Piazza,Uang masuk,"25,298,280.00",Uang masuk penjualan cafe tanggal 01/04/2025
JV.2025.04.00891,2-Apr-2025,3-Apr-2025,La Piazza,Setoran cash,"382,455.00",Setoran cash penjualan cafe tgl 02 Apr Lapiazza
JV.2025.04.00241,2-Apr-2025,2-Apr-2025,MKG,Penjualan cafe,"1,912,230.00",Penjualan cafe strada MKG tanggal 02/04/2025
